GOID	Definition	GOTerm	GeneID	Pvalue	Qvalue
GO:0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Pjv1_00000537|Pjv1_00001241|Pjv1_00002264|Pjv1_00002819|Pjv1_00003576|Pjv1_00003602|Pjv1_00003606|Pjv1_00003607|Pjv1_00003608|Pjv1_00005308|Pjv1_00005312|Pjv1_00006170|Pjv1_00006609|Pjv1_00010211|Pjv1_00011273|Pjv1_00011611|Pjv1_00011688|Pjv1_00012791|Pjv1_00017522|Pjv1_00017986|Pjv1_00020453|Pjv1_00020455|Pjv1_00020457|Pjv1_00020459|Pjv1_00020461|Pjv1_00021681|Pjv1_00027073	1.33615890726855e-07	2.77921052711859e-05
GO:0018674	MF	(S)-limonene 3-monooxygenase activity	Pjv1_00002819|Pjv1_00010211|Pjv1_00020453|Pjv1_00020455|Pjv1_00020457|Pjv1_00020459|Pjv1_00020461|Pjv1_00021681	3.47591486333316e-07	3.61495145786649e-05
GO:0004672	MF	protein kinase activity	Pjv1_00000886|Pjv1_00002481|Pjv1_00003866|Pjv1_00004129|Pjv1_00005002|Pjv1_00005229|Pjv1_00006002|Pjv1_00006639|Pjv1_00007387|Pjv1_00009189|Pjv1_00009973|Pjv1_00010527|Pjv1_00011640|Pjv1_00011874|Pjv1_00012845|Pjv1_00016898|Pjv1_00017021|Pjv1_00018620|Pjv1_00019422|Pjv1_00019530|Pjv1_00019566|Pjv1_00019757|Pjv1_00022177|Pjv1_00026194|Pjv1_00027100|Pjv1_00028015|Pjv1_00028131|Pjv1_00028578|Pjv1_00028915|Pjv1_00029728	6.29550708819343e-07	3.71902030024513e-05
GO:0016758	MF	hexosyltransferase activity	Pjv1_00001594|Pjv1_00001974|Pjv1_00003654|Pjv1_00003690|Pjv1_00006662|Pjv1_00006689|Pjv1_00007461|Pjv1_00007463|Pjv1_00008538|Pjv1_00009100|Pjv1_00011016|Pjv1_00011043|Pjv1_00011045|Pjv1_00016410|Pjv1_00019020|Pjv1_00019786|Pjv1_00019792|Pjv1_00020043|Pjv1_00022280	7.15196211585602e-07	3.71902030024513e-05
GO:0022857	MF	transmembrane transporter activity	Pjv1_00004437|Pjv1_00004439|Pjv1_00004530|Pjv1_00004970|Pjv1_00011009|Pjv1_00012533|Pjv1_00012534|Pjv1_00013025|Pjv1_00021194|Pjv1_00024448|Pjv1_00027853|Pjv1_00030116	7.9739773750215e-06	0.000331717458800895
GO:0008422	MF	beta-glucosidase activity	Pjv1_00004425|Pjv1_00004534|Pjv1_00005939|Pjv1_00010901|Pjv1_00010978|Pjv1_00014917|Pjv1_00023248|Pjv1_00028763|Pjv1_00029434	1.79216513987948e-05	0.000621283915158218
GO:0004674	MF	protein serine/threonine kinase activity	Pjv1_00000886|Pjv1_00001609|Pjv1_00002481|Pjv1_00003866|Pjv1_00004129|Pjv1_00006639|Pjv1_00006640|Pjv1_00007387|Pjv1_00008860|Pjv1_00009189|Pjv1_00010527|Pjv1_00011640|Pjv1_00011874|Pjv1_00014016|Pjv1_00015276|Pjv1_00016898|Pjv1_00016993|Pjv1_00017021|Pjv1_00018620|Pjv1_00018667|Pjv1_00019422|Pjv1_00019566|Pjv1_00019757|Pjv1_00022177|Pjv1_00022678|Pjv1_00026194|Pjv1_00027100|Pjv1_00028015|Pjv1_00028131|Pjv1_00028578|Pjv1_00028915|Pjv1_00029728	3.01733898059362e-05	0.000896580725662106
GO:0005515	MF	protein binding	Pjv1_00000145|Pjv1_00000149|Pjv1_00000207|Pjv1_00002481|Pjv1_00003796|Pjv1_00003866|Pjv1_00004129|Pjv1_00005002|Pjv1_00005322|Pjv1_00005696|Pjv1_00006639|Pjv1_00006640|Pjv1_00006719|Pjv1_00006889|Pjv1_00006915|Pjv1_00007387|Pjv1_00007850|Pjv1_00008839|Pjv1_00008860|Pjv1_00009623|Pjv1_00010527|Pjv1_00011259|Pjv1_00011269|Pjv1_00012252|Pjv1_00012255|Pjv1_00012604|Pjv1_00012650|Pjv1_00012845|Pjv1_00014125|Pjv1_00015715|Pjv1_00016993|Pjv1_00017021|Pjv1_00019566|Pjv1_00019757|Pjv1_00019896|Pjv1_00028578|Pjv1_00029470	3.89240351482906e-05	0.000899577701204939
GO:0003700	MF	DNA-binding transcription factor activity	Pjv1_00000429|Pjv1_00001227|Pjv1_00001918|Pjv1_00002036|Pjv1_00002298|Pjv1_00002413|Pjv1_00002952|Pjv1_00003270|Pjv1_00005174|Pjv1_00005737|Pjv1_00006204|Pjv1_00007525|Pjv1_00007665|Pjv1_00008940|Pjv1_00009647|Pjv1_00009822|Pjv1_00011986|Pjv1_00012388|Pjv1_00012415|Pjv1_00012537|Pjv1_00012650|Pjv1_00014337|Pjv1_00014503|Pjv1_00014654|Pjv1_00015032|Pjv1_00015043|Pjv1_00016358|Pjv1_00016360|Pjv1_00017051|Pjv1_00017673|Pjv1_00018368|Pjv1_00018495|Pjv1_00018785|Pjv1_00018875|Pjv1_00019273|Pjv1_00019631|Pjv1_00021656|Pjv1_00022428|Pjv1_00022725|Pjv1_00023136|Pjv1_00023337|Pjv1_00023434|Pjv1_00023776|Pjv1_00024190|Pjv1_00025469|Pjv1_00025854|Pjv1_00026666|Pjv1_00027632|Pjv1_00028474|Pjv1_00028839|Pjv1_00029685|Pjv1_00029825	3.56593784606183e-05	0.000899577701204939
GO:0020037	MF	heme binding	Pjv1_00000537|Pjv1_00001111|Pjv1_00001241|Pjv1_00002264|Pjv1_00002819|Pjv1_00003576|Pjv1_00003602|Pjv1_00003606|Pjv1_00003607|Pjv1_00003608|Pjv1_00003940|Pjv1_00005308|Pjv1_00005312|Pjv1_00006170|Pjv1_00006609|Pjv1_00010211|Pjv1_00011273|Pjv1_00011611|Pjv1_00011688|Pjv1_00012791|Pjv1_00017522|Pjv1_00017986|Pjv1_00018998|Pjv1_00020453|Pjv1_00020455|Pjv1_00020457|Pjv1_00020459|Pjv1_00020461|Pjv1_00021681|Pjv1_00027073	5.02999392802194e-05	0.00104623873702856
