"method","dim","species","condition","neg_log10_p","odds_ratio","n_overlap","n_top","n_deg"
"pca",4,"Pj","1d",11.4486102728321,3.78326353665937,49,200,428
"pca",4,"At","2d",0,0,0,200,1
"pca",4,"Pj","2d",0.193476690500838,1,1,200,25
"pca",4,"At","3d",0,0,0,200,0
"pca",4,"Pj","3d",0,0,0,200,0
"pca",4,"At","4d",0,0,0,200,4
"pca",4,"Pj","4d",0,0,0,200,1
"pca",4,"At","5d",0,0,0,200,1
"pca",4,"Pj","5d",0,0,0,200,1
"pca",4,"At","6d",0,0,0,200,1
"pca",4,"Pj","6d",0,0,0,200,0
"pca",4,"At","7d",1.11790449673077,2.34056042952181,5,200,57
"pca",4,"Pj","7d",16.0953963858766,27.7540943697449,18,200,35
"pca",4,"At","14d",0.446007336086054,1.13891085957955,15,200,334
"pca",4,"Pj","14d",5.72587436437224,3.53731496921425,23,200,193
"pca",4,"At","graft",0.0101722729633338,0.757941578667809,95,200,2707
"pca",4,"Pj","graft",0.827847144227039,1.17502313616942,109,200,2532
