GOID	Definition	GOTerm	GeneID	Pvalue	Qvalue
GO:0007165	BP	signal transduction	AT1G01450|AT1G02340|AT1G33600|AT1G63860|AT1G71400|AT1G72890|AT1G72900|AT1G72950|AT2G14080|AT2G25090|AT2G32660|AT2G34180|AT3G44630|AT3G45640|AT4G01370|AT4G08450|AT4G11170|AT4G16860|AT4G16890|AT4G16920|AT4G16940|AT5G22690|AT5G25910|AT5G41740|AT5G41750|AT5G45250|AT5G46450|AT5G46490|AT5G48770|AT5G49140	4.18740485331397e-09	2.19420014313652e-06
GO:0010200	BP	response to chitin	AT1G08930|AT1G27730|AT1G49900|AT1G51800|AT1G66160|AT1G80840|AT2G46400|AT3G11840|AT3G19580|AT3G45640|AT3G50060|AT3G50260|AT4G01250|AT4G17490|AT4G23550|AT4G31800|AT4G34410|AT5G25910|AT5G49520	1.94480503989049e-08	5.09538920451308e-06
GO:0042742	BP	defense response to bacterium	AT1G51890|AT1G53940|AT1G74710|AT1G80840|AT2G05940|AT2G41560|AT2G46400|AT3G04790|AT3G20600|AT3G44260|AT3G45410|AT3G50260|AT4G16890|AT4G19660|AT4G23180|AT4G31800|AT5G06740|AT5G45250|AT5G49520|AT5G60270	2.55479269485908e-05	0.00446237124035385
GO:0009611	BP	response to wounding	AT1G17420|AT1G27730|AT1G53165|AT1G72450|AT1G72520|AT1G74930|AT1G76650|AT1G80840|AT3G17800|AT3G44260|AT3G45640|AT3G51420|AT3G61060|AT3G61190|AT4G02260|AT5G43570|AT5G50200	0.000156575332361438	0.0155651378374304
GO:0071456	BP	cellular response to hypoxia	AT1G18300|AT1G25560|AT1G27730|AT1G30720|AT1G55810|AT1G69890|AT1G72900|AT1G76600|AT1G76650|AT2G46400|AT3G04640|AT4G01250|AT4G01360|AT4G13395|AT4G24570|AT4G29780|AT5G25250|AT5G45340	0.000178226769130882	0.0155651378374304
GO:0002237	BP	response to molecule of bacterial origin	AT1G08320|AT1G16670|AT1G51800|AT1G80840|AT4G31800	0.00016738654953442	0.0155651378374304
GO:0009768	BP	photosynthesis, light harvesting in photosystem I	AT1G08380|AT1G15820|AT1G29930|AT2G34420|AT3G54890|AT5G01530	0.000805176225843845	0.0474533394817389
GO:0006952	BP	defense response	AT1G09090|AT1G17420|AT1G58420|AT1G72520|AT3G07040|AT3G11840|AT3G20600|AT3G44630|AT3G46530|AT4G16860|AT5G40780|AT5G43570|AT5G45250	0.000677663051081848	0.0474533394817389
GO:0009626	BP	plant-type hypersensitive response	AT3G07040|AT3G20600|AT3G46530|AT5G45250|AT5G61900	0.000815038273541317	0.0474533394817389
GO:0009620	BP	response to fungus	AT1G17420|AT1G51800|AT1G76600|AT3G50480|AT4G01370|AT4G19660|AT5G05190|AT5G12340	0.000980692432996846	0.0513882834890347
GO:0009767	BP	photosynthetic electron transport chain	AT1G08380|AT4G05180|AT4G23890|ATCG00570	0.00120381398095463	0.0573453205472931
GO:0009751	BP	response to salicylic acid	AT1G53940|AT1G80840|AT2G05520|AT2G46400|AT3G50480|AT3G61190|AT4G23170|AT4G31800	0.00132561951838181	0.0578853856360059
GO:0006886	BP	intracellular protein transport	AT1G04830|AT1G15370|AT1G18200|AT3G05710|AT3G51890|AT4G39890|AT5G26980|AT5G46860	0.00228650263488539	0.092163644667688
GO:0030091	BP	protein repair	AT4G04800|AT4G04840|AT4G21830|AT4G21840	0.00252992170633676	0.0946913552943189
