"category","n_genes","n_deg","deg_rate","odds_ratio","pvalue"
"gPLS_ortho_At",61,20,0.327868852459016,0.460419156203794,0.998865611808029
"gPLS_nonortho_At",439,172,0.391799544419134,0.585750098265349,0.999999955617763
"RBH_At",100,55,0.55,1.16756072827921,0.253951656680948
"gPLS_ortho_Pj",20,1,0.05,0.0727959478771774,0.999980788127978
"gPLS_nonortho_Pj",480,71,0.147916666666667,0.214909015728239,1
"RBH_Pj",100,66,0.66,2.75543669199002,7.28903332439519e-07
