"method","mean_same_cond_dist","mean_diff_cond_dist","alignment_ratio","alignment_accuracy"
"guided_pls",14.4983459019256,25.2522606953242,0.574140512679332,0.942307692307692
"rbh_pls",0.253914592256808,0.343995998523797,0.738132400802453,0.673076923076923
